Variable 1,Variable 2,Type,Statistic,P-Value
PerformanceRating,DistanceFromHome,Numerical-Numerical,0.011319673780960831,0.6645444031017843
PerformanceRating,Education,Numerical-Numerical,-0.025080669392461157,0.3365820719207776
PerformanceRating,EmployeeNumber,Numerical-Numerical,-0.020675150761234974,0.4282979449767773
PerformanceRating,EnvironmentSatisfaction,Numerical-Numerical,-0.029159816859593818,0.26387001394793125
PerformanceRating,HourlyRate,Numerical-Numerical,-0.002184644186930999,0.933303408896023
PerformanceRating,JobInvolvement,Numerical-Numerical,-0.024732711659198197,0.3433306972380369
PerformanceRating,JobLevel,Numerical-Numerical,-0.01860830143727604,0.47590277463177055
PerformanceRating,JobSatisfaction,Numerical-Numerical,0.006978501891054845,0.7892108927194825
PerformanceRating,MonthlyIncome,Numerical-Numerical,-0.026999475157035435,0.3009101897173953
PerformanceRating,MonthlyRate,Numerical-Numerical,-0.009697588341252497,0.7102624769301906
PerformanceRating,PercentSalaryHike,Numerical-Numerical,0.6285191214366401,2.037317773396091e-162
PerformanceRating,RelationshipSatisfaction,Numerical-Numerical,-0.03298877887236286,0.20620239664775636
PerformanceRating,StockOptionLevel,Numerical-Numerical,0.011028055378024097,0.6726782047716127
PerformanceRating,TrainingTimesLastYear,Numerical-Numerical,-0.01667579207770579,0.5229139738264648
PerformanceRating,WorkLifeBalance,Numerical-Numerical,0.006808391339126777,0.7942323759820777
RelationshipSatisfaction,Age,Numerical-Numerical,0.04606331990350069,0.07747487397661988
RelationshipSatisfaction,DailyRate,Numerical-Numerical,0.00968452835360801,0.7106351030330365
RelationshipSatisfaction,DistanceFromHome,Numerical-Numerical,0.005851811211412193,0.8226227766220799
RelationshipSatisfaction,Education,Numerical-Numerical,-0.013172612473768714,0.6138132173589385
RelationshipSatisfaction,EmployeeNumber,Numerical-Numerical,-0.07299050430798654,0.005112592266097985
RelationshipSatisfaction,EnvironmentSatisfaction,Numerical-Numerical,0.005353458145277389,0.8375084110830965
RelationshipSatisfaction,HourlyRate,Numerical-Numerical,0.00025850281526915316,0.9920989044207724
RelationshipSatisfaction,JobInvolvement,Numerical-Numerical,0.03785729689995368,0.1468478156371739
RelationshipSatisfaction,JobLevel,Numerical-Numerical,0.011311233123622895,0.6647792814434622
RelationshipSatisfaction,JobSatisfaction,Numerical-Numerical,-0.014678553829698007,0.5738872501338637
RelationshipSatisfaction,MonthlyIncome,Numerical-Numerical,0.0038852411025596992,0.8816828561346612
RelationshipSatisfaction,MonthlyRate,Numerical-Numerical,-0.00037281483161375536,0.9886051775635923
RelationshipSatisfaction,PercentSalaryHike,Numerical-Numerical,-0.03491457267409509,0.18092444338484368
RelationshipSatisfaction,PerformanceRating,Numerical-Numerical,-0.03298877887236285,0.20620239664775655
RelationshipSatisfaction,StockOptionLevel,Numerical-Numerical,-0.056249005170487004,0.031045245755283835
RelationshipSatisfaction,TrainingTimesLastYear,Numerical-Numerical,0.0054241037581069075,0.8353945820205602
RelationshipSatisfaction,WorkLifeBalance,Numerical-Numerical,0.017684117126366923,0.49809162852184974
StockOptionLevel,Age,Numerical-Numerical,0.05663306347532309,0.029913032993936817
StockOptionLevel,DailyRate,Numerical-Numerical,0.03851393353444212,0.13996054775554712
StockOptionLevel,DistanceFromHome,Numerical-Numerical,0.030190294292276456,0.24735719804048434
StockOptionLevel,Education,Numerical-Numerical,0.013793504009850155,0.5972035646102769
StockOptionLevel,EmployeeNumber,Numerical-Numerical,0.05947957951616343,0.022574447470465935
StockOptionLevel,EnvironmentSatisfaction,Numerical-Numerical,0.009826169681765331,0.7065975149139749
StockOptionLevel,HourlyRate,Numerical-Numerical,0.050543077998802075,0.052691490652078
StockOptionLevel,JobInvolvement,Numerical-Numerical,0.03446428982154683,0.18661839807221361
StockOptionLevel,JobLevel,Numerical-Numerical,0.047786169932748465,0.0670054809125537
StockOptionLevel,JobSatisfaction,Numerical-Numerical,0.012785495876862608,0.624270949997871
StockOptionLevel,MonthlyIncome,Numerical-Numerical,0.045851880515603,0.07884684443158879
StockOptionLevel,MonthlyRate,Numerical-Numerical,-0.037274293633127675,0.1531771439097343
StockOptionLevel,PercentSalaryHike,Numerical-Numerical,0.02344587564437186,0.36903243891310467
StockOptionLevel,PerformanceRating,Numerical-Numerical,0.011028055378024095,0.6726782047716127
StockOptionLevel,RelationshipSatisfaction,Numerical-Numerical,-0.05624900517048701,0.031045245755283783
StockOptionLevel,TrainingTimesLastYear,Numerical-Numerical,0.003388463061044786,0.896720317168694
StockOptionLevel,WorkLifeBalance,Numerical-Numerical,-0.016567956327631576,0.5256056762180876
TrainingTimesLastYear,Age,Numerical-Numerical,0.0003158049169493311,0.9903475528201379
TrainingTimesLastYear,DailyRate,Numerical-Numerical,-0.011338974540025927,0.6640074441553623
TrainingTimesLastYear,DistanceFromHome,Numerical-Numerical,-0.024848360913254753,0.3410781667798889
TrainingTimesLastYear,Education,Numerical-Numerical,-0.023748617030788014,0.36288079728888045
TrainingTimesLastYear,EmployeeNumber,Numerical-Numerical,0.026502146504605494,0.30990489501108
TrainingTimesLastYear,EnvironmentSatisfaction,Numerical-Numerical,-0.011658937697201634,0.6551311519551147
TrainingTimesLastYear,HourlyRate,Numerical-Numerical,0.0002918715012365139,0.9910790361109358
TrainingTimesLastYear,JobInvolvement,Numerical-Numerical,0.0020139150031210904,0.9385049641348712
TrainingTimesLastYear,JobLevel,Numerical-Numerical,-0.019728587905149267,0.4497477763763783
TrainingTimesLastYear,JobSatisfaction,Numerical-Numerical,-0.01168099327012644,0.6545210664818872
TrainingTimesLastYear,MonthlyIncome,Numerical-Numerical,-0.03484676172735931,0.18177359256304104
TrainingTimesLastYear,MonthlyRate,Numerical-Numerical,-0.010017947191819143,0.70114389405025
TrainingTimesLastYear,PercentSalaryHike,Numerical-Numerical,-0.004106181723038015,0.8750083228476113
TrainingTimesLastYear,PerformanceRating,Numerical-Numerical,-0.01667579207770579,0.5229139738264648
TrainingTimesLastYear,RelationshipSatisfaction,Numerical-Numerical,0.0054241037581069075,0.8353945820205602
TrainingTimesLastYear,StockOptionLevel,Numerical-Numerical,0.0033884630610447855,0.896720317168694
TrainingTimesLastYear,WorkLifeBalance,Numerical-Numerical,0.023689557478749533,0.3640758128093059
WorkLifeBalance,Age,Numerical-Numerical,-0.0037067910036821714,0.8870799242210401
WorkLifeBalance,DailyRate,Numerical-Numerical,-0.040352314887821934,0.12199716406296912
WorkLifeBalance,DistanceFromHome,Numerical-Numerical,-0.020401886909142363,0.434428468017119
WorkLifeBalance,Education,Numerical-Numerical,0.017350435054979265,0.5062360798858303
WorkLifeBalance,EmployeeNumber,Numerical-Numerical,0.009994136439874369,0.7018201768895247
WorkLifeBalance,EnvironmentSatisfaction,Numerical-Numerical,0.027168971617420067,0.297884769165161
WorkLifeBalance,HourlyRate,Numerical-Numerical,-0.010003125737300443,0.7015648313853364
WorkLifeBalance,JobInvolvement,Numerical-Numerical,-0.01988863432386915,0.44607883697799866
WorkLifeBalance,JobLevel,Numerical-Numerical,0.04046578053521546,0.12095037764482763
WorkLifeBalance,JobSatisfaction,Numerical-Numerical,-0.029780862774009733,0.25382943450380513
WorkLifeBalance,MonthlyIncome,Numerical-Numerical,0.030759146310620804,0.2385578383993781
WorkLifeBalance,MonthlyRate,Numerical-Numerical,0.006316263475298495,0.8088068141697458
WorkLifeBalance,PercentSalaryHike,Numerical-Numerical,0.0009304377038703609,0.9715668763008366
WorkLifeBalance,PerformanceRating,Numerical-Numerical,0.0068083913391267775,0.7942323759820777
WorkLifeBalance,RelationshipSatisfaction,Numerical-Numerical,0.017684117126366923,0.49809162852184974
WorkLifeBalance,StockOptionLevel,Numerical-Numerical,-0.016567956327631576,0.5256056762180876
WorkLifeBalance,TrainingTimesLastYear,Numerical-Numerical,0.02368955747874953,0.3640758128093059
Attrition,BusinessTravel,Categorical-Categorical,0.12825997643406717,
Attrition,Department,Categorical-Categorical,0.0856984402909795,
Attrition,EducationField,Categorical-Categorical,0.10440851908182987,
Attrition,Gender,Categorical-Categorical,0.027565224125453088,
Attrition,JobRole,Categorical-Categorical,0.24214215996065436,
Attrition,MaritalStatus,Categorical-Categorical,0.1772113472450737,
Attrition,NumCompaniesWorked,Categorical-Categorical,0.05013690502631013,
Attrition,OverTime,Categorical-Categorical,0.24406463632881792,
Attrition,TotalWorkingYears,Categorical-Categorical,0.24563717655535447,
Attrition,YearsAtCompany,Categorical-Categorical,0.2082709587668688,
Attrition,YearsInCurrentRole,Categorical-Categorical,0.14031591554791997,
Attrition,YearsSinceLastPromotion,Categorical-Categorical,0.05951230926406901,
Attrition,YearsWithCurrManager,Categorical-Categorical,0.11958006466675206,
BusinessTravel,Attrition,Categorical-Categorical,0.12825997643406717,
BusinessTravel,Department,Categorical-Categorical,0.008286640185851192,
BusinessTravel,EducationField,Categorical-Categorical,0.04192799857658205,
BusinessTravel,Gender,Categorical-Categorical,0.05236821691728009,
BusinessTravel,JobRole,Categorical-Categorical,0.0638548939540587,
BusinessTravel,MaritalStatus,Categorical-Categorical,0.05051458356963546,
BusinessTravel,NumCompaniesWorked,Categorical-Categorical,0.03854578083854698,
BusinessTravel,OverTime,Categorical-Categorical,0.04406083538081621,
BusinessTravel,TotalWorkingYears,Categorical-Categorical,0.025573740726844922,
BusinessTravel,YearsAtCompany,Categorical-Categorical,0.032322969535250656,
BusinessTravel,YearsInCurrentRole,Categorical-Categorical,0.023742147035711706,
BusinessTravel,YearsSinceLastPromotion,Categorical-Categorical,0.02442311834280969,
BusinessTravel,YearsWithCurrManager,Categorical-Categorical,0.059448047039115,
Department,Attrition,Categorical-Categorical,0.0856984402909795,
Department,BusinessTravel,Categorical-Categorical,0.008286640185851192,
Department,EducationField,Categorical-Categorical,0.5904510115591987,
Department,Gender,Categorical-Categorical,0.04490724860013383,
Department,JobRole,Categorical-Categorical,0.939392649020428,
Department,MaritalStatus,Categorical-Categorical,0.04755414551917263,
Department,NumCompaniesWorked,Categorical-Categorical,0.029675674061648543,
Department,OverTime,Categorical-Categorical,0.007979847056650292,
Department,TotalWorkingYears,Categorical-Categorical,0.03291716550871322,
Department,YearsAtCompany,Categorical-Categorical,0.049287192602633416,
Department,YearsInCurrentRole,Categorical-Categorical,0.053293805537281844,
Department,YearsSinceLastPromotion,Categorical-Categorical,0.0389677349663159,
Department,YearsWithCurrManager,Categorical-Categorical,0.04982142084654645,
EducationField,Attrition,Categorical-Categorical,0.10440851908182988,
EducationField,BusinessTravel,Categorical-Categorical,0.041927998576582054,
EducationField,Department,Categorical-Categorical,0.5904510115591987,
EducationField,Gender,Categorical-Categorical,0.04473218780011186,
EducationField,JobRole,Categorical-Categorical,0.34300714926753945,
EducationField,MaritalStatus,Categorical-Categorical,0.05709856801196083,
EducationField,NumCompaniesWorked,Categorical-Categorical,0.057609660729549865,
EducationField,OverTime,Categorical-Categorical,0.034584473136048344,
EducationField,TotalWorkingYears,Categorical-Categorical,0.03984264939746564,
EducationField,YearsAtCompany,Categorical-Categorical,0.0410819177798248,
EducationField,YearsInCurrentRole,Categorical-Categorical,0.04208476324084659,
EducationField,YearsSinceLastPromotion,Categorical-Categorical,0.04256720599933866,
EducationField,YearsWithCurrManager,Categorical-Categorical,0.06188449064920048,
Gender,Attrition,Categorical-Categorical,0.027565224125453088,
Gender,BusinessTravel,Categorical-Categorical,0.05236821691728009,
Gender,Department,Categorical-Categorical,0.04490724860013383,
Gender,EducationField,Categorical-Categorical,0.04473218780011186,
Gender,JobRole,Categorical-Categorical,0.10442547401615641,
Gender,MaritalStatus,Categorical-Categorical,0.049127346809548625,
Gender,NumCompaniesWorked,Categorical-Categorical,0.03447648392522301,
Gender,OverTime,Categorical-Categorical,0.04038301163022349,
Gender,TotalWorkingYears,Categorical-Categorical,0.06411900700647706,
Gender,YearsAtCompany,Categorical-Categorical,0.05169724137004312,
Gender,YearsInCurrentRole,Categorical-Categorical,0.030726148021784003,
Gender,YearsSinceLastPromotion,Categorical-Categorical,0.04696692906662017,
Gender,YearsWithCurrManager,Categorical-Categorical,0.02803464071245328,
JobRole,Attrition,Categorical-Categorical,0.24214215996065436,
JobRole,BusinessTravel,Categorical-Categorical,0.0638548939540587,
JobRole,Department,Categorical-Categorical,0.939392649020428,
JobRole,EducationField,Categorical-Categorical,0.34300714926753945,
JobRole,Gender,Categorical-Categorical,0.10442547401615643,
JobRole,MaritalStatus,Categorical-Categorical,0.09567633805959612,
JobRole,NumCompaniesWorked,Categorical-Categorical,0.09943076257874542,
JobRole,OverTime,Categorical-Categorical,0.06684532585648004,
JobRole,TotalWorkingYears,Categorical-Categorical,0.4026392478617014,
JobRole,YearsAtCompany,Categorical-Categorical,0.29221464439908335,
JobRole,YearsInCurrentRole,Categorical-Categorical,0.2274624485239175,
JobRole,YearsSinceLastPromotion,Categorical-Categorical,0.20233937337846322,
JobRole,YearsWithCurrManager,Categorical-Categorical,0.21718552936534533,
MaritalStatus,Attrition,Categorical-Categorical,0.1772113472450737,
MaritalStatus,BusinessTravel,Categorical-Categorical,0.05051458356963546,
MaritalStatus,Department,Categorical-Categorical,0.047554145519172634,
MaritalStatus,EducationField,Categorical-Categorical,0.05709856801196083,
MaritalStatus,Gender,Categorical-Categorical,0.04912734680954862,
MaritalStatus,JobRole,Categorical-Categorical,0.09567633805959612,
MaritalStatus,NumCompaniesWorked,Categorical-Categorical,0.04841071455403797,
MaritalStatus,OverTime,Categorical-Categorical,0.023571013631970502,
MaritalStatus,TotalWorkingYears,Categorical-Categorical,0.08433002391045566,
MaritalStatus,YearsAtCompany,Categorical-Categorical,0.06525996596897861,
MaritalStatus,YearsInCurrentRole,Categorical-Categorical,0.06202270540694059,
MaritalStatus,YearsSinceLastPromotion,Categorical-Categorical,0.058685499122115334,
MaritalStatus,YearsWithCurrManager,Categorical-Categorical,0.026215366174379348,
NumCompaniesWorked,Attrition,Categorical-Categorical,0.05013690502631013,
NumCompaniesWorked,BusinessTravel,Categorical-Categorical,0.03854578083854698,
NumCompaniesWorked,Department,Categorical-Categorical,0.029675674061648543,
NumCompaniesWorked,EducationField,Categorical-Categorical,0.057609660729549865,
NumCompaniesWorked,Gender,Categorical-Categorical,0.03447648392522301,
NumCompaniesWorked,JobRole,Categorical-Categorical,0.09943076257874542,
NumCompaniesWorked,MaritalStatus,Categorical-Categorical,0.04841071455403797,
NumCompaniesWorked,OverTime,Categorical-Categorical,0.03180091446609873,
NumCompaniesWorked,TotalWorkingYears,Categorical-Categorical,0.1822969048338488,
NumCompaniesWorked,YearsAtCompany,Categorical-Categorical,0.09650542833845246,
NumCompaniesWorked,YearsInCurrentRole,Categorical-Categorical,0.08161256789945985,
NumCompaniesWorked,YearsSinceLastPromotion,Categorical-Categorical,0.03956120310324395,
NumCompaniesWorked,YearsWithCurrManager,Categorical-Categorical,0.09428134857282637,
OverTime,Attrition,Categorical-Categorical,0.24406463632881792,
OverTime,BusinessTravel,Categorical-Categorical,0.04406083538081621,
OverTime,Department,Categorical-Categorical,0.00797984705665029,
OverTime,EducationField,Categorical-Categorical,0.03458447313604835,
OverTime,Gender,Categorical-Categorical,0.04038301163022349,
OverTime,JobRole,Categorical-Categorical,0.06684532585648004,
OverTime,MaritalStatus,Categorical-Categorical,0.023571013631970502,
OverTime,NumCompaniesWorked,Categorical-Categorical,0.03180091446609873,
OverTime,TotalWorkingYears,Categorical-Categorical,0.04691969780443879,
OverTime,YearsAtCompany,Categorical-Categorical,0.058342676557874944,
OverTime,YearsInCurrentRole,Categorical-Categorical,0.0315777602782242,
OverTime,YearsSinceLastPromotion,Categorical-Categorical,0.014282807802107719,
OverTime,YearsWithCurrManager,Categorical-Categorical,0.038042499189793647,
TotalWorkingYears,Attrition,Categorical-Categorical,0.24563717655535444,
TotalWorkingYears,BusinessTravel,Categorical-Categorical,0.025573740726844926,
TotalWorkingYears,Department,Categorical-Categorical,0.03291716550871322,
TotalWorkingYears,EducationField,Categorical-Categorical,0.03984264939746564,
TotalWorkingYears,Gender,Categorical-Categorical,0.06411900700647706,
TotalWorkingYears,JobRole,Categorical-Categorical,0.40263924786170147,
TotalWorkingYears,MaritalStatus,Categorical-Categorical,0.08433002391045566,
TotalWorkingYears,NumCompaniesWorked,Categorical-Categorical,0.18229690483384878,
TotalWorkingYears,OverTime,Categorical-Categorical,0.04691969780443879,
TotalWorkingYears,YearsAtCompany,Categorical-Categorical,0.5399181695771291,
TotalWorkingYears,YearsInCurrentRole,Categorical-Categorical,0.3551310772907093,
TotalWorkingYears,YearsSinceLastPromotion,Categorical-Categorical,0.2480564555915103,
TotalWorkingYears,YearsWithCurrManager,Categorical-Categorical,0.35351213042528595,
YearsAtCompany,Attrition,Categorical-Categorical,0.2082709587668688,
YearsAtCompany,BusinessTravel,Categorical-Categorical,0.032322969535250656,
YearsAtCompany,Department,Categorical-Categorical,0.049287192602633416,
YearsAtCompany,EducationField,Categorical-Categorical,0.0410819177798248,
YearsAtCompany,Gender,Categorical-Categorical,0.05169724137004312,
YearsAtCompany,JobRole,Categorical-Categorical,0.29221464439908335,
YearsAtCompany,MaritalStatus,Categorical-Categorical,0.06525996596897861,
YearsAtCompany,NumCompaniesWorked,Categorical-Categorical,0.09650542833845246,
YearsAtCompany,OverTime,Categorical-Categorical,0.058342676557874944,
YearsAtCompany,TotalWorkingYears,Categorical-Categorical,0.5399181695771291,
YearsAtCompany,YearsInCurrentRole,Categorical-Categorical,0.6254377420098092,
YearsAtCompany,YearsSinceLastPromotion,Categorical-Categorical,0.43015489202389656,
YearsAtCompany,YearsWithCurrManager,Categorical-Categorical,0.6227296042198605,
YearsInCurrentRole,Attrition,Categorical-Categorical,0.14031591554791997,
YearsInCurrentRole,BusinessTravel,Categorical-Categorical,0.023742147035711703,
YearsInCurrentRole,Department,Categorical-Categorical,0.053293805537281844,
YearsInCurrentRole,EducationField,Categorical-Categorical,0.0420847632408466,
YearsInCurrentRole,Gender,Categorical-Categorical,0.030726148021784007,
YearsInCurrentRole,JobRole,Categorical-Categorical,0.2274624485239175,
YearsInCurrentRole,MaritalStatus,Categorical-Categorical,0.0620227054069406,
YearsInCurrentRole,NumCompaniesWorked,Categorical-Categorical,0.08161256789945985,
YearsInCurrentRole,OverTime,Categorical-Categorical,0.0315777602782242,
YearsInCurrentRole,TotalWorkingYears,Categorical-Categorical,0.3551310772907093,
YearsInCurrentRole,YearsAtCompany,Categorical-Categorical,0.6254377420098092,
YearsInCurrentRole,YearsSinceLastPromotion,Categorical-Categorical,0.3583658708937958,
YearsInCurrentRole,YearsWithCurrManager,Categorical-Categorical,0.5322930950960664,
YearsSinceLastPromotion,Attrition,Categorical-Categorical,0.059512309264069,
YearsSinceLastPromotion,BusinessTravel,Categorical-Categorical,0.02442311834280969,
YearsSinceLastPromotion,Department,Categorical-Categorical,0.0389677349663159,
YearsSinceLastPromotion,EducationField,Categorical-Categorical,0.04256720599933866,
YearsSinceLastPromotion,Gender,Categorical-Categorical,0.04696692906662017,
YearsSinceLastPromotion,JobRole,Categorical-Categorical,0.20233937337846322,
YearsSinceLastPromotion,MaritalStatus,Categorical-Categorical,0.058685499122115334,
YearsSinceLastPromotion,NumCompaniesWorked,Categorical-Categorical,0.03956120310324395,
YearsSinceLastPromotion,OverTime,Categorical-Categorical,0.014282807802107719,
YearsSinceLastPromotion,TotalWorkingYears,Categorical-Categorical,0.24805645559151032,
YearsSinceLastPromotion,YearsAtCompany,Categorical-Categorical,0.4301548920238965,
YearsSinceLastPromotion,YearsInCurrentRole,Categorical-Categorical,0.3583658708937958,
YearsSinceLastPromotion,YearsWithCurrManager,Categorical-Categorical,0.3577143682877576,
YearsWithCurrManager,Attrition,Categorical-Categorical,0.11958006466675206,
YearsWithCurrManager,BusinessTravel,Categorical-Categorical,0.059448047039115,
YearsWithCurrManager,Department,Categorical-Categorical,0.04982142084654645,
YearsWithCurrManager,EducationField,Categorical-Categorical,0.06188449064920047,
YearsWithCurrManager,Gender,Categorical-Categorical,0.028034640712453283,
YearsWithCurrManager,JobRole,Categorical-Categorical,0.2171855293653453,
YearsWithCurrManager,MaritalStatus,Categorical-Categorical,0.026215366174379348,
YearsWithCurrManager,NumCompaniesWorked,Categorical-Categorical,0.09428134857282637,
YearsWithCurrManager,OverTime,Categorical-Categorical,0.038042499189793647,
YearsWithCurrManager,TotalWorkingYears,Categorical-Categorical,0.35351213042528595,
YearsWithCurrManager,YearsAtCompany,Categorical-Categorical,0.6227296042198605,
YearsWithCurrManager,YearsInCurrentRole,Categorical-Categorical,0.5322930950960664,
YearsWithCurrManager,YearsSinceLastPromotion,Categorical-Categorical,0.3577143682877576,
